WORD,VADER,STD
slutty,-0.575,0.9
smart,0.425,0.78102
smartass,-0.525,0.83066
smartasses,-0.425,2.05183
smarted,0.175,1.41774
smarten,0.475,0.7
smartened,0.375,0.67082
smartening,0.425,0.9
smartens,0.375,0.5
smarter,0.5,0.7746
smartest,0.75,1.0
smartie,0.325,0.9
smarties,0.425,0.9
smarting,-0.175,1.9
smartly,0.375,0.67082
smartness,0.5,0.89443
smartnesses,0.375,0.92195
smarts,0.4,0.66332
smartweed,0.05,0.6
smartweeds,0.025,0.53852
smarty,0.275,0.53852
smear,-0.375,1.20416
smilax,0.15,0.66332
smilaxes,0.075,0.78102
smile,0.375,0.67082
smiled,0.625,0.80623
smileless,-0.35,0.4899
smiler,0.425,0.78102
smiles,0.525,1.04403
smiley,0.425,0.78102
smileys,0.375,0.92195
smiling,0.5,1.18322
smilingly,0.575,0.64031
smog,-0.3,0.6
smother,-0.45,0.87178
smothered,-0.225,1.7
smothering,-0.35,1.56205
smothers,-0.475,1.04403
smothery,-0.275,0.7
smug,0.2,1.16619
smugger,-0.25,0.89443
smuggest,-0.375,1.28452
smuggle,-0.4,1.11355
smuggled,-0.375,0.92195
smuggler,-0.525,1.22066
smugglers,-0.35,1.56205
smuggles,-0.425,1.00499
smuggling,-0.525,0.83066
smugly,0.05,1.249
smugness,-0.35,1.11355
smugnesses,-0.425,0.78102
sneaky,-0.225,0.7
snob,-0.5,0.63246
snobbery,-0.5,0.63246
snobbier,-0.175,1.00499
snobbiest,-0.125,1.11803
snobbily,-0.4,1.11355
snobbish,-0.225,1.37477
snobbishly,-0.3,1.249
snobbishness,-0.275,1.22066
snobbishnesses,-0.425,0.78102
snobbism,-0.25,1.41421
snobbisms,-0.075,1.18743
snobby,-0.425,1.00499
snobs,-0.35,1.0198
snub,-0.45,0.4
snubbed,-0.5,0.7746
snubbing,-0.225,1.13578
snubs,-0.525,0.9434
sob,-0.25,1.34164
sobbed,-0.475,1.3
sobbing,-0.4,1.49666
sobering,-0.2,1.32665
sobs,-0.625,0.67082
sociabilities,0.3,0.9798
sociability,0.275,0.9434
sociable,0.475,0.7
sociableness,0.375,0.5
sociably,0.4,0.91652
sok,0.325,1.1
solemn,-0.075,1.1
solemnified,-0.125,0.67082
solemnifies,-0.125,0.67082
solemnify,0.075,1.18743
solemnifying,0.025,1.3
solemnities,0.075,0.78102
solemnity,-0.275,0.9434
solemnization,0.175,1.34536
solemnize,0.075,0.78102
solemnized,-0.175,0.9
solemnizes,0.15,0.91652
solemnizing,-0.15,0.8
solemnly,0.2,0.9798
solid,0.15,0.8
solidarity,0.3,0.6
solution,0.325,0.64031
solutions,0.175,0.78102
solve,0.2,0.4
solved,0.275,0.53852
solves,0.275,0.7
solving,0.35,0.8
somber,-0.45,0.6
son-of-a-bitch,-0.675,0.64031
soothe,0.375,0.92195
soothed,0.125,1.43178
soothing,0.325,0.64031
sophisticated,0.65,0.91652
sore,-0.375,0.5
sorrow,-0.6,0.8
sorrowed,-0.6,0.8
sorrower,-0.575,0.78102
sorrowful,-0.55,0.6
sorrowfully,-0.575,0.64031
sorrowfulness,-0.625,0.67082
sorrowing,-0.425,1.26886
sorrows,-0.4,0.66332
sorry,-0.075,1.61555
soulmate,0.725,0.83066
spam,-0.375,1.0247
spammer,-0.55,0.6
spammers,-0.4,1.11355
spamming,-0.525,0.83066
spark,0.225,1.04403
sparkle,0.45,0.74833
sparkles,0.325,1.18743
sparkling,0.3,0.4
special,0.425,0.78102
speculative,0.1,1.11355
spirit,0.175,1.00499
spirited,0.325,1.00499
spiritless,-0.325,0.64031
spite,-0.6,0.8
spited,-0.6,0.91652
spiteful,-0.475,1.75784
spitefully,-0.575,0.78102
spitefulness,-0.375,1.74642
spitefulnesses,-0.575,0.9
spites,-0.35,1.28062
splendent,0.675,0.78102
splendid,0.7,0.9798
splendidly,0.525,1.22066
splendidness,0.575,0.9
splendiferous,0.65,1.95959
splendiferously,0.475,1.3
splendiferousness,0.425,1.18743
splendor,0.75,0.63246
splendorous,0.55,0.87178
splendors,0.5,0.44721
splendour,0.55,0.6
splendours,0.55,1.249
splendrous,0.55,1.16619
sprightly,0.5,0.89443
squelched,-0.25,0.63246
stab,-0.7,0.6
stabbed,-0.475,1.22066
stable,0.3,0.74833
stabs,-0.475,1.13578
stall,-0.2,0.74833
stalled,-0.2,0.87178
stalling,-0.2,1.4
stamina,0.3,0.9798
stammer,-0.225,0.3
stammered,-0.225,0.7
stammerer,-0.275,0.3
stammerers,-0.2,0.4
stammering,-0.25,0.63246
stammers,-0.2,0.4
stampede,-0.45,1.07703
stank,-0.475,1.04403
startle,-0.325,0.64031
startled,-0.175,0.78102
startlement,-0.125,1.20416
startlements,0.05,1.32665
startler,-0.2,0.74833
startlers,-0.125,0.80623
startles,-0.125,1.36015
startling,0.075,1.41774
startlingly,-0.075,0.9
starve,-0.475,2.02237
starved,-0.65,1.11355
starves,-0.575,0.78102
starving,-0.45,2.03961
steadfast,0.25,1.0
steal,-0.55,0.6
stealable,-0.425,1.00499
stealer,-0.425,0.78102
stealers,-0.55,0.74833
stealing,-0.675,0.9
stealings,-0.475,0.9434
steals,-0.575,0.64031
stealth,-0.075,1.34536
stealthier,-0.075,1.00499
stealthiest,0.1,2.10713
stealthily,0.025,1.37477
stealthiness,0.05,0.74833
stealths,-0.075,0.78102
stealthy,-0.025,0.7
stench,-0.575,0.64031
stenches,-0.375,1.11803
stenchful,-0.6,0.91652
stenchy,-0.575,1.00499
stereotype,-0.325,0.78102
stereotyped,-0.3,0.4
stifled,-0.35,0.66332
stimulate,0.225,0.83066
stimulated,0.225,0.7
stimulates,0.25,0.89443
stimulating,0.475,0.7
stingy,-0.4,0.8
stink,-0.425,0.64031
stinkard,-0.575,0.9
stinkards,-0.25,1.26491
stinkbug,-0.05,0.4
stinkbugs,-0.25,1.26491
stinker,-0.375,0.80623
stinkers,-0.3,1.07703
stinkhorn,-0.05,1.16619
stinkhorns,-0.2,0.9798
stinkier,-0.375,1.0247
stinkiest,-0.525,1.57797
stinking,-0.6,0.91652
stinkingly,-0.325,1.55242
stinko,-0.375,0.80623
stinkpot,-0.625,0.92195
stinkpots,-0.175,1.26886
stinks,-0.25,1.34164
stinkweed,-0.1,1.0198
stinkwood,-0.025,1.13578
stinky,-0.375,0.5
stolen,-0.55,0.9798
stop,-0.3,0.87178
stopped,-0.225,0.53852
stopping,-0.15,0.66332
stops,-0.15,0.8
stout,0.175,1.34536
straight,0.225,1.04403
strain,-0.05,0.9798
strained,-0.425,0.78102
strainer,-0.2,1.249
strainers,-0.075,0.45826
straining,-0.325,0.78102
strains,-0.3,0.4
strange,-0.2,0.74833
strangely,-0.3,0.87178
strangled,-0.625,1.0247
strength,0.55,0.6
strengthen,0.325,0.64031
strengthened,0.45,0.4
strengthener,0.45,0.6
strengtheners,0.35,0.91652
strengthening,0.55,0.74833
strengthens,0.5,0.63246
strengths,0.425,0.64031
stress,-0.45,0.6
stressed,-0.35,0.4899
stresses,-0.5,1.0
stressful,-0.575,0.45826
stressfully,-0.65,0.66332
stressing,-0.375,0.67082
stressless,0.4,0.4899
stresslessness,0.4,0.8
stressor,-0.45,0.74833
stressors,-0.525,0.83066
stricken,-0.575,0.9
strike,-0.125,1.11803
strikers,-0.15,1.0198
strikes,-0.375,0.92195
strong,0.575,0.78102
strongbox,0.175,0.78102
strongboxes,0.075,0.64031
stronger,0.4,0.66332
strongest,0.475,0.9434
stronghold,0.125,0.80623
strongholds,0.25,0.89443
strongish,0.425,0.78102
strongly,0.275,0.83066
strongman,0.175,1.00499
strongmen,0.125,1.11803
strongyl,0.15,1.0198
strongyles,0.05,1.07703
strongyloidosis,-0.2,1.66132
strongyls,0.025,0.3
struck,-0.25,0.89443
struggle,-0.325,0.45826
struggled,-0.35,0.66332
struggler,-0.275,0.7
strugglers,-0.35,0.4899
struggles,-0.375,0.5
struggling,-0.45,0.6
stubborn,-0.425,1.00499
stubborner,-0.375,1.20416
stubbornest,-0.15,1.62481
stubbornly,-0.35,0.4899
stubbornness,-0.275,0.53852
stubbornnesses,-0.375,0.80623
stuck,-0.25,0.44721
stunk,-0.4,1.68523
stunned,-0.1,1.28062
stunning,0.4,1.42829
stuns,0.025,1.04403
stupid,-0.6,0.66332
stupider,-0.625,0.5
stupidest,-0.6,0.66332
stupidities,-0.5,0.7746
stupidity,-0.475,0.3
stupidly,-0.5,0.7746
stupidness,-0.425,0.64031
stupidnesses,-0.65,0.8
stupids,-0.575,0.64031
stutter,-0.25,0.0
stuttered,-0.225,1.04403
stutterer,-0.25,1.18322
stutterers,-0.275,0.53852
stuttering,-0.325,0.9
stutters,-0.25,0.63246
suave,0.5,0.44721
submissive,-0.325,0.9
submissively,-0.25,1.18322
submissiveness,-0.175,0.78102
substantial,0.2,0.6
subversive,-0.225,1.81384
succeed,0.55,0.74833
succeeded,0.45,0.87178
succeeder,0.3,1.07703
succeeders,0.325,0.64031
succeeding,0.55,1.16619
succeeds,0.55,0.9798
success,0.675,0.64031
successes,0.65,0.66332
successful,0.7,0.6
successfully,0.55,0.6
successfulness,0.675,0.78102
succession,0.2,0.87178
successional,0.225,1.04403
successionally,0.275,1.13578
successions,0.025,0.3
successive,0.275,1.13578
successively,0.225,1.04403
successiveness,0.25,1.0
successor,0.225,0.83066
successors,0.275,1.04403
suck,-0.475,1.04403
sucked,-0.5,0.89443
sucker,-0.6,1.2
suckered,-0.5,1.0
suckering,-0.525,0.7
suckers,-0.575,1.00499
sucks,-0.375,1.28452
sucky,-0.475,0.9434
suffer,-0.625,0.67082
suffered,-0.55,0.74833
sufferer,-0.5,0.63246
sufferers,-0.6,0.8
suffering,-0.525,0.83066
suffers,-0.525,0.7
suicidal,-0.875,0.67082
suicide,-0.875,0.67082
suing,-0.275,1.13578
sulking,-0.375,0.67082
sulky,-0.2,1.77764
sullen,-0.425,1.00499
sunnier,0.575,0.64031
sunniest,0.6,1.28062
sunny,0.45,0.87178
sunshine,0.55,0.6
sunshiny,0.475,0.7
super,0.725,0.7
superb,0.775,0.9434
superior,0.625,1.11803
superiorities,0.2,1.6
superiority,0.35,1.2
superiorly,0.55,1.4
superiors,0.25,1.0
support,0.425,0.9
supported,0.325,0.45826
supporter,0.275,0.3
supporters,0.475,0.7
supporting,0.475,0.9434
supportive,0.3,0.4
supportiveness,0.375,1.11803
supports,0.375,0.67082
supremacies,0.2,1.72047
supremacist,0.125,2.15639
supremacists,-0.25,1.89737
supremacy,0.05,1.77764
suprematists,0.1,1.56205
supreme,0.65,1.11355
supremely,0.675,1.00499
supremeness,0.575,0.64031
supremer,0.575,1.1
supremest,0.55,1.98997
supremo,0.475,1.3
supremos,0.325,0.78102
sure,0.325,0.64031
surefire,0.25,0.7746
surefooted,0.475,0.83066
surefootedly,0.4,0.91652
surefootedness,0.375,1.20416
surely,0.475,0.7
sureness,0.5,0.7746
surer,0.3,1.32665
surest,0.325,0.78102
sureties,0.325,0.9
surety,0.25,0.44721
suretyship,-0.025,1.51327
suretyships,0.1,0.66332
surprisal,0.375,0.80623
surprisals,0.175,1.1
surprise,0.275,1.04403
surprised,0.225,0.9434
surpriser,0.15,0.66332
surprisers,0.075,1.00499
surprises,0.225,0.7
surprising,0.275,0.9434
surprisingly,0.3,0.87178
survived,0.575,0.78102
surviving,0.3,0.87178
survivor,0.375,1.0247
suspect,-0.3,0.9798
suspected,-0.225,1.13578
suspecting,-0.175,1.34536
suspects,-0.35,0.91652
suspend,-0.325,0.64031
suspended,-0.525,0.83066
suspicion,-0.4,0.91652
suspicions,-0.375,0.67082
suspicious,-0.375,0.67082
suspiciously,-0.425,0.45826
suspiciousness,-0.3,1.46969
sux,-0.375,0.92195
swear,-0.05,1.53623
swearing,-0.25,1.09545
swears,0.05,1.4
sweet,0.5,0.63246
sweet<3,0.75,0.44721
sweetheart,0.825,1.00499
sweethearts,0.7,0.87178
sweetie,0.55,0.6
sweeties,0.525,0.9434
sweetly,0.525,0.7
sweetness,0.55,0.74833
sweets,0.55,0.6
swift,0.2,0.6
swiftly,0.3,0.9798
swindle,-0.6,1.0198
swindles,-0.375,0.92195
swindling,-0.5,1.0
sympathetic,0.575,0.64031
sympathy,0.375,1.11803
talent,0.45,1.07703
talented,0.575,0.64031
talentless,-0.4,0.4899
talents,0.5,1.18322
tantrum,-0.45,1.16619
tantrums,-0.375,1.36015
tard,-0.625,0.92195
tears,-0.225,1.13578
teas,0.075,0.45826
tease,-0.325,0.9
teased,-0.3,0.87178
teasel,-0.025,0.3
teaseled,-0.2,0.74833
teaseler,-0.2,0.87178
teaselers,-0.3,1.249
teaseling,-0.1,0.91652
teaselled,-0.1,0.91652
teaselling,-0.05,0.4
teasels,-0.025,0.3
teaser,-0.25,1.18322
teasers,-0.175,1.1
teases,-0.3,0.74833
teashops,0.05,0.4
teasing,-0.075,1.1
teasingly,-0.1,1.11355
teaspoon,0.05,0.4
teaspoonful,0.05,0.4
teaspoonfuls,0.1,0.8
teaspoons,0.125,0.80623
teaspoonsful,0.075,0.9
temper,-0.45,0.4
tempers,-0.325,0.64031
tendered,0.125,0.92195
tenderer,0.15,0.66332
tenderers,0.3,0.9798
tenderest,0.35,1.56205
tenderfeet,-0.1,0.91652
tenderfoot,-0.025,0.53852
tenderfoots,-0.125,1.11803
tenderhearted,0.375,1.0247
tenderheartedly,0.675,0.64031
tenderheartedness,0.175,1.48661
tenderheartednesses,0.7,0.74833
tendering,0.15,0.66332
tenderization,0.05,0.74833
tenderize,0.025,0.53852
tenderized,0.025,0.53852
tenderizer,0.1,0.66332
tenderizes,0.075,0.45826
tenderizing,0.075,0.45826
tenderloin,-0.05,0.74833
tenderloins,0.1,0.66332
tenderly,0.45,0.74833
tenderness,0.45,0.4
tendernesses,0.225,1.44568
tenderometer,0.05,0.4
tenderometers,0.05,0.4
tenders,0.15,0.8
tense,-0.35,0.4899
tensed,-0.25,0.44721
tensely,-0.3,0.6
tenseness,-0.375,0.67082
tenser,-0.375,0.67082
tenses,-0.225,1.04403
tensest,-0.3,1.07703
tensing,-0.25,0.44721
tension,-0.325,1.00499
tensional,-0.2,0.74833
tensioned,-0.1,1.11355
tensioner,-0.4,0.8
tensioners,-0.225,1.04403
tensioning,-0.35,1.0198
tensionless,0.15,0.8
tensions,-0.425,0.78102
terrible,-0.525,0.9434
terribleness,-0.475,1.81384
terriblenesses,-0.65,0.4899
terribly,-0.65,0.4899
terrific,0.525,1.81384
terrifically,0.425,1.95192
terrified,-0.75,0.63246
terrifies,-0.65,1.0198
terrify,-0.575,0.78102
terrifying,-0.675,0.78102
terror,-0.6,1.2
terrorise,-0.775,0.83066
terrorised,-0.825,0.64031
terrorises,-0.825,0.45826
terrorising,-0.75,0.44721
terrorism,-0.9,0.4899
terrorisms,-0.8,0.6
terrorist,-0.925,0.45826
terroristic,-0.825,0.78102
terrorists,-0.775,0.9434
terrorization,-0.675,0.9
terrorize,-0.825,0.78102
terrorized,-0.775,0.7
terrorizes,-0.775,0.53852
terrorizing,-0.75,1.0
terrorless,0.225,1.04403
terrors,-0.65,0.4899
thank,0.375,0.92195
thanked,0.475,1.22066
thankful,0.675,0.78102
thankfuller,0.475,0.53852
thankfullest,0.5,1.0
thankfully,0.45,0.6
thankfulness,0.525,1.44568
thanks,0.475,1.04403
thief,-0.6,0.66332
thieve,-0.55,0.4
thieved,-0.35,1.28062
thieveries,-0.525,0.53852
thievery,-0.5,0.89443
thieves,-0.575,0.78102
thorny,-0.275,0.83066
thoughtful,0.4,0.4899
thoughtfully,0.425,0.64031
thoughtfulness,0.475,0.53852
thoughtless,-0.5,0.63246
threat,-0.6,0.66332
threaten,-0.4,1.56205
threatened,-0.5,0.63246
threatener,-0.35,1.68523
threateners,-0.45,0.74833
threatening,-0.6,0.8
threateningly,-0.55,0.6
threatens,-0.4,1.56205
threating,-0.5,0.44721
threats,-0.45,0.74833
thrill,0.375,1.11803
thrilled,0.475,1.81384
thriller,0.1,1.2
thrillers,0.025,0.83066
thrilling,0.525,1.04403
thrillingly,0.5,0.7746
thrills,0.375,0.92195
thwarted,-0.025,1.75784
thwarting,-0.175,0.78102
thwarts,-0.1,1.28062
ticked,-0.45,0.6
timid,-0.25,0.44721
timider,-0.25,0.44721
timidest,-0.225,0.7
timidities,-0.175,0.64031
timidity,-0.325,0.45826
timidly,-0.175,0.78102
timidness,-0.25,0.89443
timorous,-0.2,0.9798
tired,-0.475,0.7
tits,-0.225,0.53852
tolerance,0.3,1.53623
tolerances,0.075,0.9
tolerant,0.275,0.53852
tolerantly,0.1,1.2
toothless,-0.35,1.0198
top,0.2,0.87178
tops,0.575,1.00499
torn,-0.25,1.0
torture,-0.725,1.51327
tortured,-0.65,1.0198
torturer,-0.575,1.18743
torturers,-0.875,0.67082
tortures,-0.625,0.92195
torturing,-0.75,0.89443
torturous,-0.675,0.78102
torturously,-0.55,1.6
totalitarian,-0.525,1.3
totalitarianism,-0.675,1.18743
tough,-0.125,1.43178
toughed,0.175,0.64031
toughen,0.025,1.04403
toughened,0.025,0.53852
toughening,0.225,0.83066
toughens,-0.05,1.16619
tougher,0.175,1.00499
toughest,-0.075,1.84662
toughie,-0.175,0.64031
toughies,-0.15,0.66332
toughing,-0.125,1.20416
toughish,-0.25,1.0
toughly,-0.275,0.83066
toughness,-0.05,1.07703
toughnesses,0.075,1.18743
toughs,-0.2,1.16619
toughy,-0.125,1.11803
tout,-0.125,0.67082
touted,-0.05,0.9798
touting,-0.175,0.64031
touts,-0.025,0.7
tragedian,-0.125,0.67082
tragedians,-0.25,1.18322
tragedienne,-0.1,0.4899
tragediennes,-0.35,1.28062
tragedies,-0.475,1.86815
tragedy,-0.85,1.0198
tragic,-0.5,1.94936
tragical,-0.6,1.11355
tragically,-0.675,1.48661
tragicomedy,0.05,0.9798
tragicomic,-0.05,0.74833
tragics,-0.55,0.74833
tranquil,0.05,1.77764
tranquiler,0.475,0.7
tranquilest,0.4,1.35647
tranquilities,0.375,1.36015
tranquility,0.45,1.16619
tranquilize,0.075,1.00499
tranquilized,-0.05,1.32665
tranquilizer,-0.025,0.9434
tranquilizers,-0.1,0.8
tranquilizes,-0.025,0.9434
tranquilizing,-0.125,0.67082
tranquillest,0.2,1.4
tranquillities,0.125,1.20416
tranquillity,0.45,1.07703
tranquillized,-0.05,1.07703
tranquillizer,-0.025,0.7
tranquillizers,-0.05,0.74833
tranquillizes,0.025,0.7
tranquillizing,0.2,0.87178
tranquilly,0.3,0.87178
tranquilness,0.375,1.20416
trap,-0.325,0.78102
trapped,-0.6,0.91652
trauma,-0.45,1.249
traumas,-0.55,1.6
traumata,-0.425,1.34536
traumatic,-0.675,1.00499
traumatically,-0.7,0.6
traumatise,-0.7,0.6
traumatised,-0.6,0.91652
traumatises,-0.55,0.87178
traumatising,-0.475,1.86815
traumatism,-0.6,0.4899
traumatization,-0.75,1.0
traumatizations,-0.55,1.16619
traumatize,-0.6,0.66332
traumatized,-0.425,1.41774
traumatizes,-0.35,1.42829
traumatizing,-0.575,1.61555
travesty,-0.675,1.48661
treason,-0.475,1.75784
treasonous,-0.675,1.34536
treasurable,0.625,0.67082
treasure,0.3,1.16619
treasured,0.65,0.66332
treasurer,0.125,0.67082
treasurers,0.1,0.66332
treasurership,0.1,0.66332
treasurerships,0.3,0.87178
treasures,0.45,1.32665
treasuries,0.225,1.04403
treasuring,0.525,0.7
treasury,0.2,1.07703
treat,0.425,0.78102
tremble,-0.275,1.3
trembled,-0.275,1.22066
trembler,-0.15,1.28062
tremblers,-0.25,0.63246
trembles,-0.025,1.51327
trembling,-0.375,0.92195
trembly,-0.3,0.87178
tremulous,-0.25,1.09545
trick,-0.05,1.32665
tricked,-0.15,0.91652
tricker,-0.225,0.83066
trickeries,-0.3,1.46969
trickers,-0.35,0.66332
trickery,-0.275,1.51327
trickie,-0.1,1.0198
trickier,-0.175,0.78102
trickiest,-0.3,0.6
trickily,-0.2,0.74833
trickiness,-0.3,0.9798
trickinesses,-0.1,1.0198
tricking,0.025,1.37477
trickish,-0.25,0.44721
trickishly,-0.175,1.55242
trickishness,-0.1,1.28062
trickled,0.025,0.3
trickledown,-0.175,0.64031
trickles,0.05,0.4
trickling,-0.05,0.9798
trickly,-0.075,0.45826
tricks,-0.125,0.67082
tricksier,-0.125,0.67082
tricksiness,-0.25,0.89443
trickster,-0.225,0.83066
tricksters,-0.325,0.9
tricksy,-0.2,0.9798
tricky,-0.15,0.66332
trite,-0.2,0.4
triumph,0.525,1.04403
triumphal,0.5,0.63246
triumphalisms,0.475,0.9434
triumphalist,0.125,1.20416
triumphalists,0.225,1.64012
triumphant,0.6,0.91652
triumphantly,0.575,1.00499
triumphed,0.55,1.4
triumphing,0.575,0.64031
triumphs,0.5,1.41421
trivial,-0.025,0.83066
trivialise,-0.2,1.16619
trivialised,-0.2,1.6
trivialises,-0.275,0.53852
trivialising,-0.35,0.66332
trivialities,-0.25,0.63246
triviality,-0.125,1.11803
trivialization,-0.225,1.04403
trivializations,-0.175,1.18743
trivialize,-0.275,0.53852
trivialized,-0.15,0.8
trivializes,-0.25,0.7746
trivializing,-0.15,1.95959
trivially,0.1,1.56205
trivium,-0.075,0.64031
trouble,-0.425,0.64031
troubled,-0.5,0.44721
troublemaker,-0.5,0.63246
troublemakers,-0.55,0.74833
troublemaking,-0.45,0.6
troubler,-0.35,0.4899
troublers,-0.475,0.3
troubles,-0.5,0.44721
troubleshoot,0.2,0.9798
troubleshooter,0.25,0.89443
troubleshooters,0.2,0.87178
troubleshooting,0.175,1.34536
troubleshoots,0.125,0.92195
troublesome,-0.575,0.78102
troublesomely,-0.45,0.6
troublesomeness,-0.475,0.7
troubling,-0.625,0.67082
troublous,-0.525,0.53852
troublously,-0.525,1.22066
trueness,0.525,0.9434
truer,0.375,0.67082
truest,0.475,0.83066
truly,0.475,0.9434
trust,0.575,1.26886
trustability,0.525,0.7
trustable,0.575,0.45826
trustbuster,-0.125,1.28452
trusted,0.525,0.9434
trustee,0.25,0.89443
trustees,0.075,0.64031
trusteeship,0.125,0.67082
trusteeships,0.15,1.0198
truster,0.475,1.3
trustful,0.525,0.9434
trustfully,0.375,0.67082
trustfulness,0.525,0.83066
trustier,0.325,1.1
trusties,0.25,0.7746
trustiest,0.55,0.87178
trustily,0.4,0.91652
trustiness,0.4,0.91652
trusting,0.425,1.00499
trustingly,0.4,0.91652
trustingness,0.4,1.2
trustless,-0.575,0.78102
trustor,0.1,0.66332
trustors,0.3,0.87178
trusts,0.525,0.53852
trustworthily,0.575,0.9
trustworthiness,0.45,0.74833
trustworthy,0.65,0.91652
trusty,0.55,0.74833
truth,0.325,1.00499
truthful,0.5,0.63246
truthfully,0.475,1.04403
truthfulness,0.425,1.1
truths,0.45,0.87178
tumor,-0.4,1.49666
turmoil,-0.375,0.92195
twat,-0.85,0.91652
ugh,-0.45,0.9798
uglier,-0.55,0.87178
uglies,-0.5,0.89443
ugliest,-0.7,0.74833
uglification,-0.55,0.87178
uglified,-0.375,0.67082
uglifies,-0.45,0.74833
uglify,-0.525,0.9434
uglifying,-0.55,0.4
uglily,-0.525,0.3
ugliness,-0.675,0.9
uglinesses,-0.625,1.0247
ugly,-0.575,0.9
unacceptable,-0.5,0.44721
unappreciated,-0.425,0.78102
unapproved,-0.35,0.4899
unattractive,-0.475,0.53852
unaware,-0.2,0.4
unbelievable,0.2,1.6
unbelieving,-0.2,0.4
unbiased,-0.025,1.22066
uncertain,-0.3,0.6
uncertainly,-0.35,0.4899
uncertainness,-0.325,0.45826
uncertainties,-0.35,0.66332
uncertainty,-0.35,0.4899
unclear,-0.25,0.44721
uncomfortable,-0.4,0.4899
uncomfortably,-0.425,0.64031
uncompelling,-0.225,0.7
unconcerned,-0.225,0.83066
unconfirmed,-0.125,0.67082
uncontrollability,-0.425,0.45826
uncontrollable,-0.375,1.11803
uncontrollably,-0.375,0.67082
uncontrolled,-0.25,0.7746
unconvinced,-0.4,0.8
uncredited,-0.25,1.09545
undecided,-0.225,0.9434
underestimate,-0.3,0.4
underestimated,-0.275,0.53852
underestimates,-0.275,1.64012
undermine,-0.3,1.16619
undermined,-0.375,0.67082
undermines,-0.35,0.4899
undermining,-0.375,0.67082
undeserving,-0.475,0.3
undesirable,-0.475,0.7
unease,-0.425,0.64031
uneasier,-0.35,0.4899
uneasiest,-0.525,0.83066
uneasily,-0.35,1.0198
uneasiness,-0.4,0.4899
uneasinesses,-0.45,0.87178
uneasy,-0.4,0.4899
unemployment,-0.475,0.7
unequal,-0.35,0.66332
unequaled,0.125,1.80278
unethical,-0.575,0.78102
unfair,-0.525,0.83066
unfocused,-0.425,0.64031
unfortunate,-0.5,0.63246
unfortunately,-0.35,0.91652
unfortunates,-0.475,0.7
unfriendly,-0.375,0.5
unfulfilled,-0.45,0.4
ungrateful,-0.5,0.0
ungratefully,-0.45,0.6
ungratefulness,-0.4,0.4899
unhappier,-0.6,0.8
unhappiest,-0.625,0.80623
unhappily,-0.475,0.53852
unhappiness,-0.6,0.66332
unhappinesses,-0.55,0.87178
unhappy,-0.45,0.6
unhealthy,-0.6,0.66332
unified,0.4,0.66332
unimportant,-0.325,0.45826
unimpressed,-0.35,0.66332
unimpressive,-0.35,0.4899
unintelligent,-0.5,1.18322
uninvolved,-0.55,0.9798
uninvolving,-0.5,1.18322
united,0.45,0.6
unjust,-0.575,0.45826
unkind,-0.4,0.66332
unlovable,-0.675,0.9
unloved,-0.475,0.53852
unlovelier,-0.475,0.7
unloveliest,-0.475,0.83066
unloveliness,-0.5,0.89443
unlovely,-0.525,0.53852
unloving,-0.575,0.45826
unmatched,-0.075,2.0025
unmotivated,-0.35,0.4899
unpleasant,-0.525,0.53852
unprofessional,-0.575,0.78102
unprotected,-0.375,0.67082
unresearched,-0.275,0.7
unsatisfied,-0.425,0.64031
unsavory,-0.475,0.53852
unsecured,-0.4,0.4899
unsettled,-0.325,0.45826
unsophisticated,-0.3,0.87178
unstable,-0.375,0.5
unstoppable,-0.2,1.77764
unsuccessful,-0.375,0.5
unsuccessfully,-0.425,0.78102
unsupported,-0.425,0.78102
unsure,-0.25,0.44721
unsurely,-0.325,0.78102
untarnished,0.4,1.35647
unwanted,-0.225,1.3
unwelcome,-0.425,0.45826
unworthy,-0.5,0.44721
upset,-0.4,0.4899
upsets,-0.375,0.67082
upsetter,-0.475,0.7
upsetters,-0.5,0.63246
upsetting,-0.525,0.53852
uptight,-0.4,0.4899
uptightness,-0.3,0.4
urgent,0.2,1.16619
useful,0.475,0.83066
usefully,0.45,0.6
usefulness,0.3,1.32665
useless,-0.45,0.4
uselessly,-0.375,0.67082
uselessness,-0.4,0.8
v.v,-0.725,0.9434
vague,-0.1,0.8
vain,-0.45,0.6
validate,0.375,0.92195
validated,0.225,0.83066
validates,0.35,0.66332
validating,0.35,0.8
valuable,0.525,0.83066
valuableness,0.425,0.78102
valuables,0.525,0.83066
valuably,0.575,1.00499
value,0.35,1.11355
valued,0.475,0.7
values,0.425,1.18743
valuing,0.35,0.91652
vanity,-0.225,1.7
verdict,0.15,0.91652
verdicts,0.075,1.1
vested,0.15,1.28062
vexation,-0.475,1.04403
vexing,-0.5,0.44721
vibrant,0.6,0.8
vicious,-0.375,1.5
viciously,-0.325,1.26886
viciousness,-0.6,1.35647
viciousnesses,-0.15,1.62481
victim,-0.275,1.92094
victimhood,-0.5,0.44721
victimhoods,-0.225,1.37477
victimise,-0.275,1.92094
victimised,-0.375,1.56525
victimises,-0.3,2.31517
victimising,-0.625,0.67082
victimization,-0.575,0.78102
victimizations,-0.375,1.85742
victimize,-0.625,0.67082
victimized,-0.45,1.53623
victimizer,-0.45,1.72047
victimizers,-0.4,1.68523
victimizes,-0.375,1.9105
victimizing,-0.65,0.4899
victimless,0.15,0.4899
